target_text,search_text,body_type
3531,3531 Cruikshank,3531 Cruikshank,asteroid
3753,3753 Cruithne,3753 Cruithne,asteroid
29298,29298 Cruls,29298 Cruls,asteroid
9679,9679 Crutzen,9679 Crutzen,asteroid
21502,21502 Cruz,21502 Cruz,asteroid
32449,32449 Crystalmiller,32449 Crystalmiller,asteroid
27453,27453 Crystalpoole,27453 Crystalpoole,asteroid
30337,30337 Crystalzheng,30337 Crystalzheng,asteroid
142760,142760 Csabai,142760 Csabai,asteroid
24532,24532 Csabakiss,24532 Csabakiss,asteroid
95785,95785 Csanyivilmos,95785 Csanyivilmos,asteroid
25778,25778 Csere,25778 Csere,asteroid
136273,136273 Csermely,136273 Csermely,asteroid
7644,7644 Cslewis,7644 Cslewis,asteroid
75823,75823 Csokonai,75823 Csokonai,asteroid
131762,131762 Csonka,131762 Csonka,asteroid
167018,167018 Csontoscsaba,167018 Csontoscsaba,asteroid
254846,254846 Csontvary,254846 Csontvary,asteroid
270472,270472 Csorgei,270472 Csorgei,asteroid
11094,11094 Cuba,11094 Cuba,asteroid
2731,2731 Cucula,2731 Cucula,asteroid
16794,16794 Cucullia,16794 Cucullia,asteroid
19348,19348 Cueca,19348 Cueca,asteroid
2334,2334 Cuffey,2334 Cuffey,asteroid
17029,17029 Cuillandre,17029 Cuillandre,asteroid
20858,20858 Cuirongfeng,20858 Cuirongfeng,asteroid
2275,2275 Cuitlahuac,2275 Cuitlahuac,asteroid
5639,5639 Cuk,5639 Cuk,asteroid
26990,26990 Culbertson,26990 Culbertson,asteroid
266921,266921 Culhane,266921 Culhane,asteroid
35056,35056 Cullers,35056 Cullers,asteroid
14348,14348 Cumming,14348 Cumming,asteroid
19573,19573 Cummings,19573 Cummings,asteroid
11672,11672 Cuney,11672 Cuney,asteroid
2226,2226 Cunitza,2226 Cunitza,asteroid
1754,1754 Cunningham,1754 Cunningham,asteroid
4183,4183 Cuno,4183 Cuno,asteroid
763,763 Cupido,763 Cupido,asteroid
15017,15017 Cuppy,15017 Cuppy,asteroid
8656,8656 Cupressus,8656 Cupressus,asteroid
7126,7126 Cureau,7126 Cureau,asteroid
7000,7000 Curie,7000 Curie,asteroid
3898,3898 Curlewis,3898 Curlewis,asteroid
30441,30441 Curly,30441 Curly,asteroid
32897,32897 Curtharris,32897 Curtharris,asteroid
3621,3621 Curtis,3621 Curtis,asteroid
14232,14232 Curtismiller,14232 Curtismiller,asteroid
113395,113395 Curtniebur,113395 Curtniebur,asteroid
48737,48737 Cusinato,48737 Cusinato,asteroid
33457,33457 Cutillo,33457 Cutillo,asteroid
9614,9614 Cuvier,9614 Cuvier,asteroid
1917,1917 Cuyo,1917 Cuyo,asteroid
8279,8279 Cuzco,8279 Cuzco,asteroid
23650,23650 Cvancara,23650 Cvancara,asteroid
403,403 Cyane,403 Cyane,asteroid
8757,8757 Cyaneus,8757 Cyaneus,asteroid
22701,22701 Cyannaskye,22701 Cyannaskye,asteroid
65,65 Cybele,65 Cybele,asteroid
134329,134329 Cycnos,134329 Cycnos,asteroid
1106,1106 Cydonia,1106 Cydonia,asteroid
52975,52975 Cyllarus,52975 Cyllarus,asteroid
15992,15992 Cynthia,15992 Cynthia,asteroid
32590,32590 Cynthiachen,32590 Cynthiachen,asteroid
150046,150046 Cynthiaconrad,150046 Cynthiaconrad,asteroid
14135,14135 Cynthialang,14135 Cynthialang,asteroid
28128,28128 Cynthrossman,28128 Cynthrossman,asteroid
3582,3582 Cyrano,3582 Cyrano,asteroid
6762,6762 Cyrenagoodrich,6762 Cyrenagoodrich,asteroid
133,133 Cyrene,133 Cyrene,asteroid
90450,90450 Cyriltyson,90450 Cyriltyson,asteroid
7209,7209 Cyrus,7209 Cyrus,asteroid
142822,142822 Czarapata,142822 Czarapata,asteroid
2315,2315 Czechoslovakia,2315 Czechoslovakia,asteroid
6294,6294 Czerny,6294 Czerny,asteroid
33560,33560 D'Alessandro,33560 D'Alessandro,asteroid
32387,32387 D'Egidio,32387 D'Egidio,asteroid
10523,10523 D'Haveloose,10523 D'Haveloose,asteroid
30272,30272 D'Mello,30272 D'Mello,asteroid
27397,27397 D'Souza,27397 D'Souza,asteroid
383417,383417 DAO,383417 DAO,asteroid
55555,55555 DNA,55555 DNA,asteroid
55720,55720 Daandehoop,55720 Daandehoop,asteroid
313921,313921 Daassou,313921 Daassou,asteroid
16154,16154 Dabramo,16154 Dabramo,asteroid
3611,3611 Dabu,3611 Dabu,asteroid
7217,7217 Dacke,7217 Dacke,asteroid
1864,1864 Daedalus,1864 Daedalus,asteroid
11571,11571 Daens,11571 Daens,asteroid
18349,18349 Dafydd,18349 Dafydd,asteroid
2297,2297 Daghestan,2297 Daghestan,asteroid
1669,1669 Dagmar,1669 Dagmar,asteroid
3256,3256 Daguerre,3256 Daguerre,asteroid
13283,13283 Dahart,13283 Dahart,asteroid
16996,16996 Dahir,16996 Dahir,asteroid
6223,6223 Dahl,6223 Dahl,asteroid
6945,6945 Dahlgren,6945 Dahlgren,asteroid
13269,13269 Dahlstrom,13269 Dahlstrom,asteroid
11161,11161 Daibosatsu,11161 Daibosatsu,asteroid
52421,52421 Daihoji,52421 Daihoji,asteroid
9225,9225 Daiki,9225 Daiki,asteroid
54288,54288 Daikikawasaki,54288 Daikikawasaki,asteroid
23888,23888 Daikinoshita,23888 Daikinoshita,asteroid
23897,23897 Daikuroda,23897 Daikuroda,asteroid
308306,308306 Dainere,308306 Dainere,asteroid
34995,34995 Dainihonshi,34995 Dainihonshi,asteroid
9758,9758 Dainty,9758 Dainty,asteroid
35370,35370 Daisakyu,35370 Daisakyu,asteroid
4839,4839 Daisetsuzan,4839 Daisetsuzan,asteroid
21014,21014 Daishi,21014 Daishi,asteroid
31152,31152 Daishinsai,31152 Daishinsai,asteroid
16826,16826 Daisuke,16826 Daisuke,asteroid
8551,8551 Daitarabochi,8551 Daitarabochi,asteroid
16560,16560 Daitor,16560 Daitor,asteroid
3405,3405 Daiwensai,3405 Daiwensai,asteroid
10423,10423 Dajcic,10423 Dajcic,asteroid
20527,20527 Dajowestrich,20527 Dajowestrich,asteroid
31400,31400 Dakshdua,31400 Dakshdua,asteroid
28936,28936 Dalapati,28936 Dalapati,asteroid
148384,148384 Dalcanton,148384 Dalcanton,asteroid
20358,20358 Dalem,20358 Dalem,asteroid
1511,1511 Dalera,1511 Dalera,asteroid
128341,128341 Dalestanbridge,128341 Dalestanbridge,asteroid
6941,6941 Dalgarno,6941 Dalgarno,asteroid
2919,2919 Dali,2919 Dali,asteroid
3187,3187 Dalian,3187 Dalian,asteroid
3384,3384 Daliya,3384 Daliya,asteroid
6156,6156 Dall,6156 Dall,asteroid
6114,6114 Dalla-Degregori,6114 Dalla-Degregori,asteroid
15950,15950 Dallago,15950 Dallago,asteroid
8084,8084 Dallas,8084 Dallas,asteroid
90288,90288 Dalleave,90288 Dalleave,asteroid
151351,151351 Dalleore,151351 Dalleore,asteroid
15385,15385 Dallolmo,15385 Dallolmo,asteroid
10421,10421 Dalmatin,10421 Dalmatin,asteroid
12292,12292 Dalton,12292 Dalton,asteroid
4226,4226 Damiaan,4226 Damiaan,asteroid
134063,134063 Damianhammond,134063 Damianhammond,asteroid
26732,26732 Damianpeach,26732 Damianpeach,asteroid
5717,5717 Damir,5717 Damir,asteroid
5335,5335 Damocles,5335 Damocles,asteroid
14876,14876 Dampier,14876 Dampier,asteroid
61,61 Danae,61 Danae,asteroid
20312,20312 Danahy,20312 Danahy,asteroid
135991,135991 Danarmstrong,135991 Danarmstrong,asteroid
7195,7195 Danboice,7195 Danboice,asteroid
4395,4395 Danbritt,4395 Danbritt,asteroid
3415,3415 Danby,3415 Danby,asteroid
4021,4021 Dancey,4021 Dancey,asteroid
37530,37530 Dancingangel,37530 Dancingangel,asteroid
9812,9812 Danco,9812 Danco,asteroid
22612,22612 Dandibner,22612 Dandibner,asteroid
129188,129188 Dangallagher,129188 Dangallagher,asteroid
16529,16529 Dangoldin,16529 Dangoldin,asteroid
30593,30593 Dangovski,30593 Dangovski,asteroid
3120,3120 Dangrania,3120 Dangrania,asteroid
2068,2068 Dangreen,2068 Dangreen,asteroid
10482,10482 Dangrieser,10482 Dangrieser,asteroid
20618,20618 Daniebutler,20618 Daniebutler,asteroid
2589,2589 Daniel,2589 Daniel,asteroid
107054,107054 Daniela,107054 Daniela,asteroid
13250,13250 Danieladucato,13250 Danieladucato,asteroid
129187,129187 Danielalfred,129187 Danielalfred,asteroid
13305,13305 Danielang,13305 Danielang,asteroid
18708,18708 Danielappel,18708 Danielappel,asteroid
80008,80008 Danielarhodes,80008 Danielarhodes,asteroid
128345,128345 Danielbamberger,128345 Danielbamberger,asteroid
37853,37853 Danielbarbier,37853 Danielbarbier,asteroid
24236,24236 Danielberger,24236 Danielberger,asteroid
11203,11203 Danielbetten,11203 Danielbetten,asteroid
30160,30160 Danielbruce,30160 Danielbruce,asteroid
439718,439718 Danielcervantes,439718 Danielcervantes,asteroid
20266,20266 Danielchoi,20266 Danielchoi,asteroid
23197,23197 Danielcook,23197 Danielcook,asteroid
133745,133745 Danieldrinnon,133745 Danieldrinnon,asteroid
407016,407016 Danielerdag,407016 Danielerdag,asteroid
27405,27405 Danielfeeny,27405 Danielfeeny,asteroid
28957,28957 Danielfulop,28957 Danielfulop,asteroid
130069,130069 Danielgaudreau,130069 Danielgaudreau,asteroid
17907,17907 Danielgude,17907 Danielgude,asteroid
161585,161585 Danielhals,161585 Danielhals,asteroid
70712,70712 Danieljoanna,70712 Danieljoanna,asteroid
21557,21557 Daniellitt,21557 Daniellitt,asteroid
119967,119967 Daniellong,119967 Daniellong,asteroid
23756,23756 Daniellozano,23756 Daniellozano,asteroid
27615,27615 Daniellu,27615 Daniellu,asteroid
13346,13346 Danielmiller,13346 Danielmiller,asteroid
130319,130319 Danielpelham,130319 Danielpelham,asteroid
25775,25775 Danielpeng,25775 Danielpeng,asteroid
256374,256374 Danielpequignot,256374 Danielpequignot,asteroid
31598,31598 Danielrudin,31598 Danielrudin,asteroid
315088,315088 Daniels,315088 Daniels,asteroid
6132,6132 Danielson,6132 Danielson,asteroid
18632,18632 Danielsson,18632 Danielsson,asteroid
19660,19660 Danielsteck,19660 Danielsteck,asteroid
20600,20600 Danieltse,20600 Danieltse,asteroid
77318,77318 Danieltsui,77318 Danieltsui,asteroid
128372,128372 Danielwibben,128372 Danielwibben,asteroid
8109,8109 Danielwilliam,8109 Danielwilliam,asteroid
34208,34208 Danielzhang,34208 Danielzhang,asteroid
18563,18563 Danigoldman,18563 Danigoldman,asteroid
308856,308856 Daniket,308856 Daniket,asteroid
3964,3964 Danilevskij,3964 Danilevskij,asteroid
79641,79641 Daniloceirani,79641 Daniloceirani,asteroid
59833,59833 Danimatter,59833 Danimatter,asteroid
1594,1594 Danjon,1594 Danjon,asteroid
203602,203602 Danjoyce,203602 Danjoyce,asteroid
29562,29562 Danmacdonald,29562 Danmacdonald,asteroid
2117,2117 Danmark,2117 Danmark,asteroid
13244,13244 Dannymeyer,13244 Dannymeyer,asteroid
13168,13168 Danoconnell,13168 Danoconnell,asteroid
11507,11507 Danpascu,11507 Danpascu,asteroid
10487,10487 Danpeterson,10487 Danpeterson,asteroid
22063,22063 Dansealey,22063 Dansealey,asteroid
43935,43935 Danshechtman,43935 Danshechtman,asteroid
13788,13788 Dansolander,13788 Dansolander,asteroid
2999,2999 Dante,2999 Dante,asteroid
120214,120214 Danteberdeguez,120214 Danteberdeguez,asteroid
28563,28563 Dantzler,28563 Dantzler,asteroid
1381,1381 Danubia,1381 Danubia,asteroid
5463,5463 Danwelcher,5463 Danwelcher,asteroid
21813,21813 Danwinegar,21813 Danwinegar,asteroid
21488,21488 Danyellelee,21488 Danyellelee,asteroid
225711,225711 Danyzy,225711 Danyzy,asteroid
1419,1419 Danzig,1419 Danzig,asteroid
10720,10720 Danzl,10720 Danzl,asteroid
41,41 Daphne,41 Daphne,asteroid
2645,2645 Daphne Plane,2645 Daphne Plane,asteroid
18734,18734 Darboux,18734 Darboux,asteroid
7272,7272 Darbydyar,7272 Darbydyar,asteroid
23928,23928 Darbywoodard,23928 Darbywoodard,asteroid
19466,19466 Darcydiegel,19466 Darcydiegel,asteroid
22838,22838 Darcyhampton,22838 Darcyhampton,asteroid
31787,31787 Darcylawson,31787 Darcylawson,asteroid
18268,18268 Dardanos,18268 Dardanos,asteroid
4827,4827 Dares,4827 Dares,asteroid
73551,73551 Dariocastellano,73551 Dariocastellano,asteroid
100553,100553 Dariofo,100553 Dariofo,asteroid
20624,20624 Dariozanetti,20624 Dariozanetti,asteroid
7210,7210 Darius,7210 Darius,asteroid
21073,21073 Darksky,21073 Darksky,asteroid
31861,31861 Darleshimizu,31861 Darleshimizu,asteroid
241418,241418 Darmstadt,241418 Darmstadt,asteroid
13806,13806 Darmstrong,13806 Darmstrong,asteroid
24546,24546 Darnell,24546 Darnell,asteroid
152454,152454 Darnyi,152454 Darnyi,asteroid
24305,24305 Darrellparnell,24305 Darrellparnell,asteroid
188502,188502 Darrellstrobel,188502 Darrellstrobel,asteroid
31854,31854 Darshanashah,31854 Darshanashah,asteroid
1991,1991 Darwin,1991 Darwin,asteroid
18019,18019 Dascoli,18019 Dascoli,asteroid
3321,3321 Dasha,3321 Dasha,asteroid
4594,4594 Dashkova,4594 Dashkova,asteroid
33503,33503 Dasilvaborges,33503 Dasilvaborges,asteroid
4495,4495 Dassanowsky,4495 Dassanowsky,asteroid
28485,28485 Dastidar,28485 Dastidar,asteroid
6859,6859 Datemasamune,6859 Datemasamune,asteroid
129314,129314 Dathongolish,129314 Dathongolish,asteroid
3146,3146 Dato,3146 Dato,asteroid
1270,1270 Datura,1270 Datura,asteroid
42609,42609 Daubechies,42609 Daubechies,asteroid
11484,11484 Daudet,11484 Daudet,asteroid
12612,12612 Daumier,12612 Daumier,asteroid
8665,8665 Daun-Eifel,8665 Daun-Eifel,asteroid
11378,11378 Dauria,11378 Dauria,asteroid
121865,121865 Dauvergne,121865 Dauvergne,asteroid
16424,16424 Davaine,16424 Davaine,asteroid
30935,30935 Davasobel,30935 Davasobel,asteroid
22151,22151 Davebracy,22151 Davebracy,asteroid
5748,5748 Davebrin,5748 Davebrin,asteroid
524607,524607 Davecarter,524607 Davecarter,asteroid
15887,15887 Daveclark,15887 Daveclark,asteroid
123860,123860 Davederrick,123860 Davederrick,asteroid
292160,292160 Davefask,292160 Davefask,asteroid
8456,8456 Davegriep,8456 Davegriep,asteroid
129327,129327 Davehamara,129327 Davehamara,asteroid
50250,50250 Daveharrington,50250 Daveharrington,asteroid
33750,33750 Davehiggins,33750 Davehiggins,asteroid
164536,164536 Davehinson,164536 Davehinson,asteroid
39645,39645 Davelharris,39645 Davelharris,asteroid
21782,21782 Davemcdonald,21782 Davemcdonald,asteroid
6111,6111 Davemckay,6111 Davemckay,asteroid
5952,5952 Davemonet,5952 Davemonet,asteroid
33195,33195 Davenyadav,33195 Davenyadav,asteroid
6953,6953 Davepierce,6953 Davepierce,asteroid
90818,90818 Daverichards,90818 Daverichards,asteroid
6435,6435 Daveross,6435 Daveross,asteroid
52316,52316 Daveslater,52316 Daveslater,asteroid
27810,27810 Daveturner,27810 Daveturner,asteroid
13808,13808 Davewilliams,13808 Davewilliams,asteroid
34227,34227 Daveyhuang,34227 Daveyhuang,asteroid
2725,2725 David Bender,2725 David Bender,asteroid
4205,4205 David Hughes,4205 David Hughes,asteroid
511,511 Davida,511 Davida,asteroid
10181,10181 Davidacomba,10181 Davidacomba,asteroid
5332,5332 Davidaguilar,5332 Davidaguilar,asteroid
24153,24153 Davidalex,24153 Davidalex,asteroid
4499,4499 Davidallen,4499 Davidallen,asteroid
73079,73079 Davidbaltimore,73079 Davidbaltimore,asteroid
21426,21426 Davidbauer,21426 Davidbauer,asteroid
70401,70401 Davidbishop,70401 Davidbishop,asteroid
27276,27276 Davidblack,27276 Davidblack,asteroid
8997,8997 Davidblewett,8997 Davidblewett,asteroid
342843,342843 Davidbowie,342843 Davidbowie,asteroid
5845,5845 Davidbrewster,5845 Davidbrewster,asteroid
34543,34543 Davidbriggs,34543 Davidbriggs,asteroid
51825,51825 Davidbrown,51825 Davidbrown,asteroid
28654,28654 Davidcaine,28654 Davidcaine,asteroid
28324,28324 Davidcampeau,28324 Davidcampeau,asteroid
63162,63162 Davidcapek,63162 Davidcapek,asteroid
134169,134169 Davidcarte,134169 Davidcarte,asteroid
22675,22675 Davidcohn,22675 Davidcohn,asteroid
25957,25957 Davidconnell,25957 Davidconnell,asteroid
316010,316010 Daviddubey,316010 Daviddubey,asteroid
6608,6608 Davidecrespi,6608 Davidecrespi,asteroid
19574,19574 Davidedwards,19574 Davidedwards,asteroid
256547,256547 Davidesmith,256547 Davidesmith,asteroid
50866,50866 Davidesprizzi,50866 Davidesprizzi,asteroid
31877,31877 Davideverett,31877 Davideverett,asteroid
29988,29988 Davidezilli,29988 Davidezilli,asteroid
19969,19969 Davidfreedman,19969 Davidfreedman,asteroid
111913,111913 Davidgans,111913 Davidgans,asteroid
15911,15911 Davidgauthier,15911 Davidgauthier,asteroid
7120,7120 Davidgavine,7120 Davidgavine,asteroid
11761,11761 Davidgill,11761 Davidgill,asteroid
24278,24278 Davidgreen,24278 Davidgreen,asteroid
199763,199763 Davidgregory,199763 Davidgregory,asteroid
134008,134008 Davidhammond,134008 Davidhammond,asteroid
13329,13329 Davidhardy,13329 Davidhardy,asteroid
11943,11943 Davidhartley,11943 Davidhartley,asteroid
16064,16064 Davidharvey,16064 Davidharvey,asteroid
100051,100051 Davidhernandez,100051 Davidhernandez,asteroid
14682,14682 Davidhirsch,14682 Davidhirsch,asteroid
14234,14234 Davidhoover,14234 Davidhoover,asteroid
51741,51741 Davidixon,51741 Davidixon,asteroid
12642,12642 Davidjansen,12642 Davidjansen,asteroid
84095,84095 Davidjohn,84095 Davidjohn,asteroid
8663,8663 Davidjohnston,8663 Davidjohnston,asteroid
245943,245943 Davidjoseph,245943 Davidjoseph,asteroid
21639,21639 Davidkaufman,21639 Davidkaufman,asteroid
168635,168635 Davidkaufmann,168635 Davidkaufmann,asteroid
24201,24201 Davidkeith,24201 Davidkeith,asteroid
22531,22531 Davidkelley,22531 Davidkelley,asteroid
25516,25516 Davidknight,25516 Davidknight,asteroid
20557,20557 Davidkulka,20557 Davidkulka,asteroid
117032,117032 Davidlane,117032 Davidlane,asteroid
25517,25517 Davidlau,25517 Davidlau,asteroid
7037,7037 Davidlean,7037 Davidlean,asteroid
27606,27606 Davidli,27606 Davidli,asteroid
33600,33600 Davidlu,33600 Davidlu,asteroid
262876,262876 Davidlynch,262876 Davidlynch,asteroid
73046,73046 Davidmann,73046 Davidmann,asteroid
113388,113388 Davidmartinez,113388 Davidmartinez,asteroid
172090,172090 Davidmccomas,172090 Davidmccomas,asteroid
11470,11470 Davidminton,11470 Davidminton,asteroid
34320,34320 Davidmonge,34320 Davidmonge,asteroid
23048,23048 Davidnelson,23048 Davidnelson,asteroid
22603,22603 Davidoconnor,22603 Davidoconnor,asteroid
46053,46053 Davidpatterson,46053 Davidpatterson,asteroid
23751,23751 Davidprice,23751 Davidprice,asteroid
62701,62701 Davidrankin,62701 Davidrankin,asteroid
33135,33135 Davidrisoldi,33135 Davidrisoldi,asteroid
8628,8628 Davidsaltzberg,8628 Davidsaltzberg,asteroid
9097,9097 Davidschlag,9097 Davidschlag,asteroid
15026,15026 Davidscott,15026 Davidscott,asteroid
30060,30060 Davidseong,30060 Davidseong,asteroid
26474,26474 Davidsimon,26474 Davidsimon,asteroid
70720,70720 Davidskillman,70720 Davidskillman,asteroid
11798,11798 Davidsson,11798 Davidsson,asteroid
22819,22819 Davidtao,22819 Davidtao,asteroid
19393,19393 Davidthompson,19393 Davidthompson,asteroid
154902,154902 Davidtoth,154902 Davidtoth,asteroid
70207,70207 Davidunlap,70207 Davidunlap,asteroid
27373,27373 Davidvernon,27373 Davidvernon,asteroid
20345,20345 Davidvito,20345 Davidvito,asteroid
21653,21653 Davidwang,21653 Davidwang,asteroid
1037,1037 Davidweilla,1037 Davidweilla,asteroid
15858,15858 Davidwoods,15858 Davidwoods,asteroid
34277,34277 Davidxingwu,34277 Davidxingwu,asteroid
21357,21357 Davidying,21357 Davidying,asteroid
20623,20623 Davidyoung,20623 Davidyoung,asteroid
31719,31719 Davidyue,31719 Davidyue,asteroid
33202,33202 Davignon,33202 Davignon,asteroid
330440,330440 Davinadon,330440 Davinadon,asteroid
3638,3638 Davis,3638 Davis,asteroid
30357,30357 Davisdon,30357 Davisdon,asteroid
28446,28446 Davlantes,28446 Davlantes,asteroid
3605,3605 Davy,3605 Davy,asteroid
3126,3126 Davydov,3126 Davydov,asteroid
12071,12071 Davykim,12071 Davykim,asteroid
4393,4393 Dawe,4393 Dawe,asteroid
10461,10461 Dawilliams,10461 Dawilliams,asteroid
8331,8331 Dawkins,8331 Dawkins,asteroid
1618,1618 Dawn,1618 Dawn,asteroid
25369,25369 Dawndonovan,25369 Dawndonovan,asteroid
1829,1829 Dawson,1829 Dawson,asteroid
23102,23102 Dayanli,23102 Dayanli,asteroid
19917,19917 Dazaifu,19917 Dazaifu,asteroid
23949,23949 Dazapata,23949 Dazapata,asteroid
29991,29991 Dazimmerman,29991 Dazimmerman,asteroid
22996,22996 De Boo,22996 De Boo,asteroid
65821,65821 De Curtis,65821 De Curtis,asteroid
4279,4279 De Gasparis,4279 De Gasparis,asteroid
76272,76272 De Jong,76272 De Jong,asteroid
33219,33219 De Los Santos,33219 De Los Santos,asteroid
190310,190310 De Martin,190310 De Martin,asteroid
5589,5589 De Meis,5589 De Meis,asteroid
26849,26849 De Paepe,26849 De Paepe,asteroid
5522,5522 De Rop,5522 De Rop,asteroid
12150,12150 De Ruyter,12150 De Ruyter,asteroid
3268,3268 De Sanctis,3268 De Sanctis,asteroid
1686,1686 De Sitter,1686 De Sitter,asteroid
134244,134244 De Young,134244 De Young,asteroid
3893,3893 DeLaeter,3893 DeLaeter,asteroid
8070,8070 DeMeo,8070 DeMeo,asteroid
25867,25867 DeMuth,25867 DeMuth,asteroid
15818,15818 DeVeny,15818 DeVeny,asteroid
4262,4262 DeVorkin,4262 DeVorkin,asteroid
13408,13408 Deadoklestic,13408 Deadoklestic,asteroid
34312,34312 Deahaupt,34312 Deahaupt,asteroid
68114,68114 Deakferenc,68114 Deakferenc,asteroid
134027,134027 Deanbooher,134027 Deanbooher,asteroid
5860,5860 Deankoontz,5860 Deankoontz,asteroid
27343,27343 Deannashea,27343 Deannashea,asteroid
8815,8815 Deanregas,8815 Deanregas,asteroid
2359,2359 Debehogne,2359 Debehogne,asteroid
23131,23131 Debenedictis,23131 Debenedictis,asteroid
17265,17265 Debennett,17265 Debennett,asteroid
3411,3411 Debetencourt,3411 Debetencourt,asteroid
30142,30142 Debfrazier,30142 Debfrazier,asteroid
32544,32544 Debjaniroy,32544 Debjaniroy,asteroid
541,541 Deborah,541 Deborah,asteroid
27282,27282 Deborahday,27282 Deborahday,asteroid
20897,20897 Deborahdomingue,20897 Deborahdomingue,asteroid
14174,14174 Deborahsmall,14174 Deborahsmall,asteroid
152067,152067 Deboy,152067 Deboy,asteroid
27470,27470 Debrabeckett,27470 Debrabeckett,asteroid
31774,31774 Debralas,31774 Debralas,asteroid
